customerID;gender;SeniorCitizen;Partner;Dependents;tenure;Cuenta_Corriente;Multiple_CC;Forma_Pago;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;Atencion_Telf;Atencion_personal;Contract;Correspondencia;MonthlyCharges;TotalCharges;Churn;Letra
9774-NRNAU;Male;1;Yes;No;27;Yes;Yes;P2C;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;84.8;2309.55;No;D
9967-ATRFS;Female;0;No;No;19;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.9;367.55;No;B
2977-CEBSX;Female;0;No;No;66;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;90.05;5965.95;No;D
6599-CEBNN;Female;0;No;No;34;Yes;No;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;73.95;2524.45;Yes;B
5876-QMYLD;Female;0;Yes;Yes;23;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.05;415.1;No;D
9442-JTWDL;Female;0;No;No;11;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.05;237.7;No;B
3067-SVMTC;Female;0;Yes;No;68;Yes;No;P2C;Yes;No;No;Yes;No;No;One year;No;55.9;3848.8;No;D
7606-BPHHN;Male;0;No;No;72;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;19.8;1468.75;No;B
0111-KLBQG;Male;1;Yes;Yes;32;Yes;No;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;93.95;2861.45;No;D
7989-CHGTL;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.6;19.6;Yes;B
4163-NCJAK;Female;0;Yes;No;46;Yes;Yes;WIRE;No;No;No;No;No;No;One year;Yes;24.45;1066.15;No;D
5973-EJGDP;Male;0;No;No;51;Yes;Yes;P2P;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;87.35;4473;No;B
7916-VCCPB;Female;0;Yes;Yes;16;Yes;No;P2P;No;Yes;No;No;No;No;Month-to-month;No;73.25;1195.75;No;D
5249-QYHEX;Female;0;Yes;Yes;40;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;24.8;1024.7;No;B
5564-NEMQO;Female;1;No;No;1;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;75.3;75.3;Yes;D
5605-IYGFG;Female;0;No;No;7;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.85;515.45;No;B
3935-TBRZZ;Male;0;Yes;Yes;44;Yes;Yes;WIRE;No;No;No;No;No;No;One year;No;25.7;1110.5;No;D
2055-SIFSS;Female;1;Yes;No;55;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;No;51.65;2838.55;No;B
8734-DKSTZ;Female;0;Yes;Yes;10;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;No;85.95;858.6;No;D
6152-ONASV;Female;0;Yes;No;68;Yes;Yes;P2C;Yes;No;No;Yes;No;No;One year;No;58.25;3975.7;No;B
7781-HVGMK;Female;0;Yes;Yes;72;No;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;65.2;4784.45;No;D
2957-LOLHO;Male;0;No;No;12;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.4;518.9;Yes;B
2320-SLKMB;Female;0;No;No;26;No;No;P2C;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;44.45;1183.8;No;D
4376-KFVRS;Male;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;114.05;8468.2;No;B
3577-AMVUX;Male;0;No;No;1;Yes;No;P2C;No;No;Yes;Yes;No;No;Month-to-month;No;55.05;55.05;No;D
5628-RKIFK;Female;1;No;No;49;Yes;Yes;P2P;Yes;No;No;No;Yes;Yes;Month-to-month;No;101.55;5070.4;No;B
2937-FTHUR;Female;0;No;Yes;18;Yes;Yes;P2C;Yes;No;No;No;No;Yes;Month-to-month;No;64.8;1166.7;No;D
7752-XUSCI;Female;0;No;No;60;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;105.9;6396.45;Yes;B
0732-OCQOC;Female;0;Yes;Yes;52;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;25.05;1270.25;No;D
1090-ESELR;Male;0;Yes;Yes;72;Yes;No;P2P;Yes;Yes;No;Yes;Yes;Yes;Two year;No;105.5;7611.55;No;B
5760-WRAHC;Female;1;No;No;22;Yes;No;P2C;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;69.75;1545.4;No;D
0256-LTHVJ;Female;0;Yes;Yes;28;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;81.05;2227.1;Yes;B
8313-NDOIA;Female;0;No;No;24;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;104.15;2494.65;No;D
0942-KOWSM;Female;0;Yes;Yes;30;Yes;No;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;No;80.8;2369.3;No;B
1452-VOQCH;Male;0;No;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.1;75.1;No;D
6614-VBEGU;Female;0;Yes;No;24;Yes;No;P2C;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;69.45;1614.05;No;B
3811-VBYBZ;Male;0;No;No;7;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;99.8;673.25;Yes;D
2996-XAUVF;Male;0;No;No;70;No;No;P2C;No;No;No;Yes;No;Yes;Two year;Yes;40.05;2799.75;No;B
5968-XQIVE;Male;0;Yes;Yes;72;Yes;Yes;P2P;No;Yes;No;No;Yes;No;One year;Yes;89.7;6588.95;No;D
4640-UHDOS;Female;0;Yes;Yes;13;Yes;No;P2C;No;No;No;No;No;Yes;Month-to-month;No;55.95;734.35;Yes;B
3583-EKAPL;Male;0;No;No;1;Yes;No;P2C;No;No;No;No;No;Yes;Month-to-month;Yes;55;55;Yes;D
4104-PVRPS;Male;0;Yes;No;24;Yes;No;P2C;Yes;No;No;Yes;No;No;Month-to-month;No;53.6;1315.35;No;B
2359-KMGLI;Male;0;No;No;24;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;80.25;1861.5;Yes;D
4431-EDMIQ;Female;0;Yes;Yes;7;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;75.7;554.05;No;B
6227-HWPWX;Female;0;No;Yes;15;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;69;994.8;Yes;D
0447-BEMNG;Female;0;Yes;No;48;No;No;P2C;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;45.3;2145;Yes;B
5168-MQQCA;Female;0;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;108.5;8003.8;No;D
7971-HLVXI;Male;0;Yes;Yes;72;Yes;Yes;P2P;No;No;No;No;No;Yes;Two year;Yes;84.5;6130.85;No;B
3649-JPUGY;Male;0;No;No;72;Yes;Yes;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;88.6;6201.95;No;D
8372-JUXUI;Male;0;No;Yes;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.35;74.35;Yes;B
6778-YSNIH;Female;0;No;No;2;Yes;No;P2C;No;Yes;No;No;Yes;No;Month-to-month;Yes;59;114.15;No;D
5756-OZRIO;Male;1;Yes;No;61;Yes;Yes;P2C;No;Yes;No;No;No;Yes;One year;No;64.05;3902.6;No;B
8205-OTCHB;Male;0;No;No;22;No;No;P2C;No;Yes;Yes;No;No;Yes;One year;Yes;43.75;903.6;Yes;D
0505-SPOOW;Female;0;Yes;No;70;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.8;1397.65;No;B
7783-YKGDV;Female;0;No;No;12;Yes;Yes;P2P;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;99.7;1238.45;Yes;D
4513-CXYIX;Female;1;Yes;No;71;Yes;Yes;P2P;Yes;No;No;No;No;No;Two year;Yes;80.7;5676;No;B
7803-XOCCZ;Female;0;Yes;Yes;52;Yes;No;P2P;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;84.05;4326.8;No;D
5609-CEBID;Female;1;No;No;20;Yes;Yes;P2P;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;94.1;1782.4;Yes;B
7218-HKQFK;Male;0;Yes;No;2;Yes;No;P2P;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;94.2;167.5;Yes;D
1135-LMECX;Female;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.85;19.85;No;B
8535-SFUTN;Male;0;No;No;61;Yes;Yes;P2P;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;106.45;6300.15;No;D
8677-HDZEE;Female;0;No;No;56;Yes;Yes;P2P;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;105.45;5916.95;No;B
9412-GHEEC;Male;0;No;No;40;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;104.8;4131.95;Yes;D
6705-LXORM;Female;1;Yes;No;5;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70.05;302.6;No;B
7531-GQHME;Male;0;No;No;12;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.05;265.45;No;D
4109-CYRBD;Male;1;Yes;No;29;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;Yes;51.6;1442;No;B
6825-UYPFK;Female;0;No;No;23;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;No;75.6;1758.6;Yes;D
0750-EBAIU;Male;0;No;No;52;Yes;No;P2P;Yes;No;Yes;No;Yes;No;One year;No;91.25;4738.3;No;B
3571-DPYUH;Male;0;Yes;Yes;58;Yes;Yes;P2P;No;Yes;No;Yes;Yes;No;One year;Yes;94.7;5430.35;No;D
0356-OBMAC;Female;1;No;No;56;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;No;Two year;Yes;99.9;5706.3;No;B
1403-GYAFU;Male;0;Yes;Yes;70;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.05;1360.25;No;D
1297-VQDRP;Male;1;Yes;Yes;68;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;One year;Yes;107.15;7379.8;No;B
5348-CAGXB;Male;0;No;No;12;Yes;Yes;P2P;No;No;Yes;No;Yes;No;Month-to-month;Yes;89.55;1021.75;No;D
5844-QVTAT;Female;0;Yes;Yes;33;Yes;No;P2C;Yes;Yes;Yes;No;No;No;One year;Yes;58.45;1955.4;No;B
5394-MEITZ;Female;0;Yes;Yes;60;Yes;No;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;80.6;4946.7;No;D
2782-LFZVW;Female;0;No;No;11;Yes;Yes;P2C;No;No;No;No;No;Yes;Month-to-month;Yes;58.95;601.6;No;B
1342-JPNKI;Male;0;No;No;10;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;86.05;834.1;Yes;D
7129-AZJDE;Male;0;Yes;Yes;34;Yes;No;P2P;No;No;No;No;No;Yes;One year;Yes;78.95;2647.2;No;B
2560-PPCHE;Female;0;No;No;65;Yes;Yes;P2P;No;Yes;No;Yes;Yes;Yes;One year;Yes;105.05;6744.25;No;D
8138-EALND;Male;0;No;No;15;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.75;311.6;No;B
1352-HNSAW;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;115.6;8220.4;No;D
1982-FEBTD;Female;0;Yes;Yes;23;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;25.6;514.75;No;B
5791-KAJFD;Female;0;Yes;Yes;56;Yes;Yes;P2C;Yes;No;Yes;No;No;Yes;One year;Yes;68.75;3808;No;D
1154-HYWWO;Male;0;No;No;38;Yes;No;P2C;Yes;Yes;No;Yes;Yes;No;One year;No;70.6;2708.2;No;B
3716-UVSPD;Male;0;No;No;1;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;49.3;49.3;No;D
7343-EOBEU;Male;0;Yes;No;3;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;Yes;23.6;89.05;No;B
6103-LIANB;Male;0;Yes;Yes;59;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Two year;Yes;99.5;5861.75;No;D
5846-NEQVZ;Male;0;Yes;Yes;71;Yes;No;P2C;Yes;No;Yes;Yes;No;Yes;Two year;Yes;70.85;4973.4;No;B
5781-RFZRP;Male;0;Yes;No;71;Yes;Yes;P2C;Yes;Yes;No;Yes;Yes;No;Two year;No;73.5;5357.75;No;D
0308-IVGOK;Female;0;No;No;11;No;No;P2C;No;Yes;Yes;Yes;No;No;One year;Yes;40.4;422.6;No;B
7025-WCBNE;Male;1;No;No;47;Yes;Yes;P2C;No;Yes;No;Yes;No;No;Two year;No;59.6;2754;No;D
4710-FDUIZ;Male;0;Yes;No;56;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;One year;No;100.3;5614.45;Yes;B
9548-LIGTA;Male;0;Yes;No;61;Yes;No;P2C;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;81.05;4747.65;No;D
8270-RKSAP;Male;0;No;No;9;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.5;597.9;No;B
2640-LYMOV;Male;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.65;38.8;No;D
3627-FHKBK;Female;0;No;No;1;Yes;No;P2P;Yes;No;No;No;No;No;Month-to-month;No;75.3;75.3;Yes;B
1423-BMPBQ;Female;0;Yes;Yes;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19;19;No;D
5192-EBGOV;Female;1;No;No;1;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;85.7;85.7;Yes;B
8752-IMQOS;Male;0;Yes;Yes;5;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.1;85.1;No;D
0795-LAFGP;Male;0;Yes;Yes;71;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;90.4;6668.05;No;B
5512-IDZEI;Male;0;Yes;Yes;46;Yes;Yes;WIRE;No;No;No;No;No;No;One year;No;24.9;1174.8;No;D
0215-BQKGS;Male;0;No;No;30;Yes;No;P2P;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;84.3;2438.6;No;B
0719-SYFRB;Female;0;No;No;12;Yes;Yes;P2C;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;61.65;713.75;Yes;D
5172-MIGPM;Male;0;No;No;4;Yes;Yes;P2C;No;No;No;Yes;No;Yes;Month-to-month;No;65.55;237.2;No;B
0374-FIUCA;Male;0;Yes;No;65;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20.4;1414.45;No;D
5173-ZXXXL;Male;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.95;47.7;No;B
2001-MCUUW;Male;0;No;No;46;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;No;108.65;4903.2;No;D
4723-BEGSG;Male;0;Yes;No;72;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;No;86.65;6094.25;No;B
8672-OAUPW;Male;0;No;Yes;51;Yes;No;P2C;No;No;No;Yes;No;No;One year;No;47.85;2356.75;No;D
3419-SNJJD;Female;1;Yes;No;65;Yes;Yes;P2P;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;105.25;6786.4;Yes;B
4765-OXPPD;Female;0;Yes;Yes;9;Yes;No;P2C;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;65;663.05;Yes;D
6689-VRRTK;Female;1;No;No;44;Yes;Yes;P2P;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;109.8;4860.35;No;B
9396-ZSFLL;Female;0;No;No;15;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;No;48.85;631.4;No;D
7134-MJPDY;Female;1;No;No;66;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;One year;Yes;102.85;6976.75;No;B
4059-IIEBK;Female;0;No;No;7;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;78.55;522.95;No;D
0516-UXRMT;Female;0;No;No;62;Yes;Yes;P2P;Yes;Yes;Yes;No;No;No;One year;Yes;92.05;5755.8;No;B
5148-HKFIR;Female;0;No;No;20;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.7;406.95;No;D
3003-CMDUU;Female;0;Yes;No;25;Yes;No;P2P;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;95.15;2395.7;No;B
6797-UCJHZ;Female;1;Yes;No;66;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;No;104.6;6819.45;No;D
4554-YGZIH;Male;1;Yes;No;49;Yes;Yes;P2P;No;Yes;No;No;No;Yes;Month-to-month;No;90.05;4547.25;Yes;B
9931-KGHOA;Female;0;Yes;No;46;Yes;Yes;P2C;Yes;No;No;No;No;No;Month-to-month;No;55;2473.95;No;D
7665-VIGUD;Male;0;No;No;10;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.35;176.3;No;B
7207-RMRDB;Female;0;Yes;Yes;65;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;105.5;6985.65;Yes;D
2077-DDHJK;Female;0;Yes;No;68;Yes;Yes;P2C;Yes;Yes;Yes;Yes;No;No;Two year;No;70.9;4911.35;No;B
0195-IESCP;Male;0;Yes;No;10;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;85.25;855.3;Yes;D
4580-TMHJU;Female;0;Yes;Yes;43;Yes;No;P2C;No;No;No;No;Yes;No;Month-to-month;No;56.15;2499.3;Yes;B
4908-XAXAY;Female;1;No;No;49;Yes;No;P2P;No;Yes;Yes;No;No;Yes;One year;Yes;89.85;4287.2;No;D
1626-ERCMM;Male;1;Yes;No;20;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.55;1899.65;Yes;B
2391-IPLOP;Male;0;Yes;Yes;50;Yes;Yes;P2C;No;No;Yes;Yes;Yes;No;One year;Yes;69.65;3442.15;No;D
3509-GWQGF;Male;1;No;No;24;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70;1732.6;No;B
2024-BASKD;Female;0;No;No;1;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;74.6;74.6;Yes;D
1140-UKVZG;Female;0;No;No;17;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;No;24.8;475.25;No;B
5183-SNMJQ;Male;0;No;No;10;Yes;No;P2P;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;95.1;865.1;No;D
7838-LAZFO;Male;0;Yes;No;45;Yes;No;P2C;Yes;Yes;Yes;No;Yes;Yes;One year;No;78.8;3597.5;No;B
2085-JVGAD;Male;0;Yes;No;37;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.35;697.65;No;D
8095-WANWK;Female;0;No;No;10;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;45.25;428.7;No;B
9565-FLVCG;Male;0;Yes;Yes;65;Yes;Yes;P2C;Yes;Yes;No;No;No;Yes;Two year;Yes;69.55;4459.15;No;D
2800-VEQXM;Female;0;No;No;3;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;74.75;238.1;No;B
5533-RJFTJ;Male;0;No;No;49;No;No;P2C;No;No;Yes;No;No;No;Month-to-month;Yes;30.2;1453.1;No;D
0214-JHPFW;Female;0;Yes;No;70;No;No;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;No;57.8;4039.3;No;B
3088-FVYWK;Male;0;Yes;Yes;53;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.55;1336.1;No;D
9092-GDZKO;Male;0;No;No;22;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;Yes;24.85;493.4;No;B
3729-OWRVL;Male;1;No;No;65;Yes;Yes;P2P;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;110.35;7246.15;No;D
0822-GAVAP;Female;0;No;No;2;No;No;P2C;No;No;No;No;No;Yes;Month-to-month;Yes;34.7;62.25;Yes;B
2826-UWHIS;Male;0;Yes;No;45;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;No;81.4;3775.85;No;D
7501-IWUNG;Female;0;Yes;Yes;61;Yes;No;P2C;No;No;Yes;Yes;Yes;Yes;Two year;Yes;73.8;4616.05;No;B
7251-LJBQN;Female;1;No;No;40;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;One year;Yes;103.75;4188.4;No;D
1536-HBSWP;Female;0;No;No;1;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;49.9;49.9;No;B
0067-DKWBL;Male;1;No;No;2;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;Yes;49.25;91.1;Yes;D
5076-YVXCM;Male;0;No;No;51;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;No;83.4;4149.45;No;B
6663-JOCQO;Male;0;Yes;Yes;31;Yes;Yes;P2C;Yes;Yes;No;Yes;No;Yes;One year;Yes;75.25;2344.5;No;D
2276-YDAVZ;Female;0;No;No;3;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.1;270.7;Yes;B
2480-JZOSN;Female;0;Yes;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.65;20.65;No;D
5896-NPFWW;Male;0;Yes;Yes;3;Yes;No;P2C;No;No;Yes;No;No;No;Month-to-month;Yes;50.15;168.15;Yes;B
8338-QIUNR;Male;0;Yes;Yes;72;Yes;Yes;P2C;Yes;No;Yes;Yes;No;No;Two year;Yes;66.5;4811.6;No;D
9450-TRJUU;Male;0;No;No;35;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;No;83.15;2848.45;No;B
6942-LBFDP;Female;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.55;33.6;No;D
7133-VBDCG;Female;0;No;No;25;Yes;No;P2P;Yes;Yes;No;No;No;No;Month-to-month;Yes;79.85;2015.35;Yes;B
8329-UTMVM;Male;1;No;No;27;Yes;Yes;P2P;No;Yes;No;Yes;Yes;Yes;One year;Yes;104.65;2964;No;D
3347-YJZZE;Male;0;Yes;Yes;29;Yes;Yes;P2C;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;80.1;2211.8;No;B
7929-DMBCV;Female;0;Yes;No;20;Yes;No;P2P;No;No;Yes;Yes;No;No;Month-to-month;Yes;81;1683.7;No;D
5433-KYGHE;Female;0;No;Yes;14;Yes;Yes;P2P;Yes;No;No;Yes;No;No;Month-to-month;Yes;86;1164.05;No;B
5575-TPIZQ;Male;0;No;No;46;Yes;Yes;P2P;Yes;No;No;No;Yes;No;Month-to-month;Yes;89.15;4245.55;No;D
9944-AEXBM;Male;0;No;No;32;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;85.65;2664.3;No;B
6952-OMNWB;Male;1;Yes;No;68;Yes;Yes;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;80.35;5589.3;No;D
8434-VGEQQ;Male;0;Yes;Yes;61;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.55;1305.95;No;B
1589-AGTLK;Male;0;No;No;3;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.35;141.5;Yes;D
6549-YMFAW;Male;1;Yes;No;9;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;21.25;204.55;No;B
6786-OBWQR;Female;0;Yes;Yes;5;Yes;No;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;80.85;356.1;No;D
2753-JMMCV;Male;0;No;No;65;Yes;Yes;P2C;No;Yes;Yes;Yes;No;Yes;Two year;Yes;74.2;4805.65;No;B
6621-YOBKI;Male;0;No;No;5;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.35;92.75;No;D
7564-GHCVB;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;No;No;No;No;No;Two year;No;79.05;5730.7;No;B
7595-EHCDL;Male;0;Yes;Yes;32;No;No;P2C;No;No;Yes;No;Yes;Yes;Month-to-month;No;50.6;1653.45;No;D
2521-NPUZR;Male;0;Yes;No;70;Yes;No;P2P;Yes;Yes;Yes;Yes;No;Yes;Two year;No;101;7085.5;No;B
7503-MIOGA;Female;1;Yes;No;72;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;89.85;6697.35;No;D
6923-JHPMP;Female;0;No;No;2;Yes;No;P2P;Yes;No;Yes;No;No;No;Month-to-month;Yes;80.45;137.1;No;B
4018-PPNDW;Female;0;Yes;Yes;61;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;24.1;1551.6;No;D
2499-AJYUA;Female;1;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;110.8;7882.25;No;B
3966-HRMZA;Female;1;No;No;3;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;No;75.05;202.9;No;D
8405-IGQFX;Female;0;No;No;63;Yes;No;P2P;No;No;Yes;Yes;Yes;No;One year;Yes;90.05;5817;No;B
9477-LGWQI;Male;0;Yes;Yes;70;Yes;No;P2C;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;80.15;5600.15;No;D
3115-CZMZD;Male;0;No;Yes;0;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.25; ;No;B
6683-VLCTZ;Male;1;No;No;20;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;98.55;1842.8;Yes;D
0030-FNXPP;Female;0;No;No;3;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.85;57.2;No;B
5684-FJVYR;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;No;Yes;No;No;Two year;Yes;90.35;6563.4;No;D
1894-IGFSG;Female;0;No;No;22;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;89.25;1907.85;Yes;B
1266-NZYUI;Female;0;Yes;Yes;72;Yes;Yes;P2C;Yes;No;Yes;Yes;No;No;Two year;No;66.85;4758.8;No;D
4718-DHSMV;Female;0;No;No;11;No;No;P2C;No;No;No;No;Yes;No;Month-to-month;Yes;35.8;363.15;No;B
7817-OMJNA;Male;0;No;No;14;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.4;275.7;No;D
3137-NYQQI;Male;0;Yes;No;17;Yes;No;P2C;Yes;Yes;No;No;No;Yes;One year;No;64.8;1175.6;No;B
0236-HFWSV;Male;0;No;No;15;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;93.35;1444.65;Yes;D
5842-POCOP;Female;0;Yes;No;5;Yes;No;P2P;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;88.9;454.15;Yes;B
8823-RLPWL;Female;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;110.65;8065.65;No;D
7314-OXENN;Male;0;No;No;2;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;82;184.65;Yes;B
0322-CHQRU;Male;0;No;No;2;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;45.35;89.5;Yes;D
7521-AFHAB;Female;0;Yes;Yes;5;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;44.8;220.45;No;B
